Date;CD;LD;Total;Total cumulé
2018-02-15;137;2986;3123;10266495
2018-02-19;103;2573;2676;10275875
2018-02-27;69;2104;2173;10297172
2018-03-04;253;947;1200;10305903
2018-03-06;119;2127;2246;10310440
2018-03-08;216;2807;3023;10316225
2018-03-09;265;2735;3000;10319225
2018-03-12;105;2631;2736;10325280
2018-03-16;296;2999;3295;10337934
2018-03-27;138;2930;3068;10367065
2018-04-08;270;937;1207;10393434
2018-04-23;292;3071;3363;10444563
2018-04-27;336;2705;3041;10458829
2018-05-09;470;2238;2708;10486509
2018-05-23;294;3609;3903;10527473
2018-05-26;575;1929;2504;10537570
2018-06-01;438;3517;3955;10557060
2018-06-14;332;3107;3439;10593811
2018-07-09;406;2809;3215;10673749
2018-07-10;563;3420;3983;10677732
2018-07-12;523;3156;3679;10685014
2018-07-25;422;2675;3097;10721429
2018-07-27;453;2332;2785;10727230
2018-07-30;377;1724;2101;10732430
2018-08-08;546;1907;2453;10752356
2018-08-23;309;2582;2891;10782830
2018-08-29;331;2329;2660;10797491
2018-09-10;338;3697;4035;10837924
2018-09-12;406;4167;4573;10846849
2018-10-02;225;4035;4260;10923311
2018-10-06;414;1675;2089;10939681
2018-10-16;247;4237;4484;10977183
2018-10-25;414;3529;3943;11010785
2018-11-02;616;1973;2589;11032201
2018-11-04;525;1386;1911;11036559
2018-11-05;174;3508;3682;11040241
2018-11-18;359;1360;1719;11082483
2018-11-19;77;3090;3167;11085650
2018-11-22;107;3179;3286;11095914
2018-12-02;71;808;879;11120897
2018-12-16;150;1172;1322;11162672
2018-12-18;65;2825;2890;11168888
2019-01-01;406;797;1203;11192785
2019-01-02;151;1978;2129;11194914
2019-01-04;98;2331;2429;11199869
2019-01-07;59;3074;3133;11205942
2019-01-11;176;3386;3562;11220112
2019-01-14;67;3258;3325;11227392
2019-01-23;97;3522;3619;11256850
2019-01-25;168;3364;3532;11264132
2019-01-29;38;2278;2316;11273404
2019-02-01;113;3347;3460;11283378
2019-02-05;108;3338;3446;11293059
2019-02-08;143;2736;2879;11302397
2019-02-19;142;3005;3147;11333160
2019-02-20;172;2947;3119;11336279
2019-02-21;167;3007;3174;11339453
2019-02-25;187;3751;3938;11352394
2019-02-28;167;3713;3880;11365118
2019-03-02;281;2555;2836;11372129
2019-03-04;52;2420;2472;11375954
2019-03-05;128;3518;3646;11379600
2019-03-11;148;3331;3479;11396733
2019-03-18;89;2808;2897;11417765
2019-03-24;332;1704;2036;11439844
2019-03-25;119;3417;3536;11443380
2019-03-29;225;4110;4335;11459953
2019-04-05;143;2697;2840;11484375
2019-04-29;261;3860;4121;11565739
2019-05-13;128;3958;4086;11615008
2019-05-15;259;4469;4728;11624688
2019-05-29;317;4328;4645;11684535
2019-05-30;849;2728;3577;11688112
2019-05-31;1205;3034;4239;11692351
2019-06-02;777;2002;2779;11698406
2019-06-05;262;4165;4427;11710309
2019-06-20;351;4584;4935;11765552
2019-06-25;330;4222;4552;11784965
2019-06-26;344;3988;4332;11789297
2019-07-04;479;4381;4860;11820981
2019-07-06;944;2536;3480;11829115
2019-07-11;503;4268;4771;11850449
2019-07-27;1020;2215;3235;11913819
2019-07-28;894;1705;2599;11916418
2019-07-29;539;2960;3499;11919917
2019-07-31;619;3518;4137;11927495
2019-08-04;943;1479;2422;11941277
2019-08-08;789;3175;3964;11955524
2019-08-09;488;2526;3014;11958538
2019-08-10;1065;1860;2925;11961463
2019-09-15;657;1840;2497;12096646
2019-09-22;647;2115;2762;12129454
2019-10-01;188;3857;4045;12162117
2019-10-13;692;1948;2640;12210809
2019-10-22;210;3508;3718;12241056
2019-10-30;155;2467;2622;12265071
2019-12-08;365;1472;1837;12386164
2019-12-12;189;3022;3211;12399161
2019-12-20;211;3306;3517;12422740
2020-01-05;331;1397;1728;12448269
2020-01-31;121;2766;2887;12525156
2020-02-03;83;2994;3077;12531519
2020-02-09;154;922;1076;12549682
2020-02-26;117;2667;2784;12596193
2020-03-04;63;2723;2786;12613061
2020-03-07;416;2046;2462;12621362
2020-03-09;72;2716;2788;12625710
2020-03-25;8;243;251;12646988
2020-04-03;7;232;239;12648912
2020-04-16;19;318;337;12652253
2020-05-02;13;219;232;12656611
2020-05-12;116;1278;1394;12662122
2020-05-15;145;1439;1584;12666344
2020-05-23;351;1459;1810;12679788
2020-05-30;425;1760;2185;12694859
2020-06-07;338;1251;1589;12714544
2020-06-10;278;2361;2639;12722656
2020-06-15;145;1731;1876;12731575
2020-06-18;248;2666;2914;12739134
2020-06-25;512;3220;3732;12761831
2020-06-29;350;2677;3027;12772658
2020-06-30;284;2876;3160;12775818
2020-07-04;529;1510;2039;12788547
2020-07-10;731;3129;3860;12809564
2020-07-14;937;1699;2636;12820603
2020-07-15;584;2971;3555;12824158
2020-07-18;1320;2183;3503;12835548
2020-07-21;669;3232;3901;12845522
2020-08-01;1175;2124;3299;12882795
2020-08-06;836;2562;3398;12898883
2020-08-08;1159;1617;2776;12904738
2020-08-12;481;1947;2428;12915403
2020-08-19;505;1809;2314;12935934
2020-08-25;462;2829;3291;12955983
2020-08-29;879;2166;3045;12969676
2020-09-08;601;4864;5465;13013391
2020-09-09;495;4596;5091;13018482
2020-09-14;498;4426;4924;13042425
2020-09-22;468;5245;5713;13082655
2020-09-28;319;4302;4621;13107652
2020-10-04;462;1928;2390;13129283
2020-10-06;302;4492;4794;13138331
2020-10-08;365;4673;5038;13148214
2020-10-20;276;3900;4176;13198068
2020-10-29;406;4333;4739;13228468
2020-11-15;39;578;617;13253927
2020-11-21;150;1520;1670;13265514
2020-12-12;151;1932;2083;13305581
2020-12-27;13;252;265;13325776
2020-12-31;107;1087;1194;13330355
2021-01-11;54;1789;1843;13346220
2021-01-17;192;1231;1423;13357432
2021-01-22;84;2054;2138;13367293
2021-01-27;64;1633;1697;13375486
2021-01-28;58;1445;1503;13376989
2021-02-03;59;1932;1991;13386684
2021-02-13;138;1482;1620;13404376
2021-02-14;210;1117;1327;13405703
2021-02-22;44;1701;1745;13421636
2021-02-27;359;1576;1935;13433006
2021-03-03;230;1982;2212;13441350
2021-03-26;93;2155;2248;13490676
2021-04-06;91;1927;2018;13517532
2021-04-16;140;2175;2315;13539351
2021-05-14;406;1607;2013;13606804
2021-05-22;364;1747;2111;13626284
2021-05-23;530;1463;1993;13628277
2021-05-30;423;1935;2358;13647294
2021-06-09;306;3907;4213;13679779
2021-06-22;271;3886;4157;13723047
2021-06-27;403;2049;2452;13740699
2021-07-07;349;3544;3893;13776083
2021-07-13;413;3270;3683;13795423
2021-07-18;862;1928;2790;13813149
2021-07-20;475;3510;3985;13820500
2021-07-26;521;2844;3365;13840870
2021-08-03;419;2170;2589;13866333
2021-08-28;923;2851;3774;13946019
2021-11-05;408;3207;3615;14225414
2021-11-14;680;2051;2731;14256147
2021-11-18;345;4038;4383;14272195
2021-11-24;148;3328;3476;14290601
2021-12-09;144;2596;2740;14333756
2021-12-11;397;2114;2511;14339804
2021-12-26;32;307;339;14373369
2021-12-30;384;1777;2161;14378685
2022-01-01;425;928;1353;14381829
2022-01-12;184;2783;2967;14404956
2022-01-14;226;2446;2672;14410590
2022-01-26;95;2436;2531;14438057
2022-02-07;145;2346;2491;14467926
2022-02-12;455;1651;2106;14481001
2022-02-13;240;853;1093;14482094
2022-02-20;335;1235;1570;14496771
2022-02-24;295;3398;3693;14509939
2022-02-25;436;3274;3710;14513649
2022-02-26;694;2213;2907;14516556
2022-02-28;327;3014;3341;14522237
2021-08-31;439;3927;4366;13956970
2021-09-04;953;3289;4242;13975273
2021-09-12;741;3064;3805;14010048
2021-09-20;250;4120;4370;14046145
2021-10-01;343;3524;3867;14095723
2021-10-18;158;3192;3350;14162724
2021-10-19;263;4639;4902;14167626
2021-10-24;709;1933;2642;14187088
2021-10-25;290;2900;3190;14190278
2022-03-03;220;2684;2904;14532370
2022-03-26;1011;2735;3746;14607924
2022-03-27;808;2088;2896;14610820
2022-04-02;513;2065;2578;14630530
2022-03-09;225;3230;3455;14550053
2022-03-05;566;2099;2665;14538842
2022-04-05;262;3174;3436;14639459
2022-03-12;549;1979;2528;14558584
2022-04-10;758;2063;2821;14653845
2022-04-11;346;2838;3184;14657029
2022-04-07;223;2690;2913;14645565
2022-04-03;487;1861;2348;14632878
2022-03-04;440;3367;3807;14536177
2022-04-06;260;2933;3193;14642652
2022-04-01;248;2841;3089;14627952
2022-04-14;548;3618;4166;14667686
2022-04-08;207;2172;2379;14647944
2022-04-12;192;2665;2857;14659886
2021-11-01;361;1169;1530;14212717
2021-11-10;288;3962;4250;14243216
2021-11-19;344;3749;4093;14276288
2021-11-30;134;3347;3481;14308318
2021-12-01;172;3411;3583;14311901
2021-12-10;296;3241;3537;14337293
2021-12-13;162;3149;3311;14344979
2021-12-17;331;3267;3598;14359125
2021-12-19;210;1106;1316;14362929
2021-12-21;138;2006;2144;14367291
2022-01-06;138;2541;2679;14392142
2022-01-16;234;1145;1379;14413857
2022-01-20;179;2810;2989;14424589
2022-01-21;232;2760;2992;14427581
2022-01-25;94;2285;2379;14435526
2022-02-04;235;2583;2818;14461552
2022-02-09;205;2586;2791;14473391
2022-02-22;144;2979;3123;14502818
2022-02-23;187;3241;3428;14506246
2022-04-20;576;3000;3576;14688553
2022-05-03;433;4124;4557;14739751
2022-04-19;456;2844;3300;14684977
2022-04-18;719;1487;2206;14681677
2022-04-09;754;2326;3080;14651024
2022-03-25;620;3959;4579;14604178
2022-03-21;238;3279;3517;14587107
2022-03-20;726;1847;2573;14583590
2021-11-03;316;3066;3382;14218187
2021-11-04;312;3300;3612;14221799
2021-11-12;621;2823;3444;14250254
2021-12-25;81;270;351;14373030
2022-01-03;82;1597;1679;14384537
2022-01-13;187;2775;2962;14407918
2022-01-29;352;1735;2087;14445922
2022-01-30;286;1248;1534;14447456
2022-02-03;225;2839;3064;14458734
2022-02-14;145;1977;2122;14484216
2022-02-16;137;1695;1832;14488158
2022-02-18;230;1988;2218;14493036
2022-02-27;683;1657;2340;14518896
2022-04-21;653;3469;4122;14692675
2022-04-30;531;2735;3266;14726540
2022-03-18;438;3307;3745;14577982
2022-05-01;1509;3227;4736;14731276
2022-04-28;353;4375;4728;14718541
2022-04-24;379;1311;1690;14701124
2022-03-11;233;2776;3009;14556056
2022-10-20;470;4433;4903;15380435
2022-12-23;148;1249;1397;15570109
2023-01-03;181;2801;2982;15584338
2022-09-06;508;3992;4500;15194837
2022-08-21;620;1328;1948;15134634
2022-12-25;89;261;350;15571164
2022-12-31;280;1036;1316;15578432
2022-12-29;188;1441;1629;15576152
2023-01-04;106;2130;2236;15586574
2022-11-04;369;3075;3444;15431343
2022-12-03;230;1762;1992;15521926
2023-01-22;218;1143;1361;15633061
2022-10-11;378;4502;4880;15343513
2022-12-24;99;606;705;15570814
2022-12-15;219;3087;3306;15555544
2022-10-29;901;2275;3176;15414270
2022-08-11;729;2393;3122;15109198
2023-01-10;118;2773;2891;15602050
2022-10-27;552;3930;4482;15406821
2022-08-26;745;2968;3713;15152558
2022-08-24;693;3074;3767;15145157
2022-05-08;1179;2415;3594;14764453
2022-05-15;879;2323;3202;14795614
2022-05-23;221;2691;2912;14829060
2022-05-27;1095;2031;3126;14844127
2022-05-29;650;1550;2200;14849057
2022-06-07;228;3097;3325;14882209
2022-06-10;681;3997;4678;14895796
2022-06-11;1005;2775;3780;14899576
2022-06-30;603;3662;4265;14971351
2022-07-03;827;1743;2570;14981437
2022-07-09;843;2015;2858;15004142
2022-07-18;178;2168;2346;15030682
2022-07-19;434;3104;3538;15034220
2022-07-23;997;1987;2984;15048421
2022-08-01;593;2399;2990;15078271
2021-09-07;344;4436;4780;13987499
2021-09-08;372;4082;4454;13991953
2021-09-13;303;3905;4208;14014256
2021-09-14;320;4284;4604;14018860
2021-10-05;279;4338;4617;14107922
2021-10-06;268;4313;4581;14112503
2021-10-07;385;4850;5235;14117738
2021-10-09;811;3177;3988;14127055
2021-10-10;568;2321;2889;14129944
2021-10-13;292;4327;4619;14143244
2021-10-22;478;4574;5052;14181038
2021-11-13;799;2363;3162;14253416
2021-11-15;227;3285;3512;14259659
2021-11-25;184;3655;3839;14294440
2021-11-26;252;3276;3528;14297968
2021-12-18;397;2091;2488;14361613
2022-01-02;205;824;1029;14382858
2022-01-05;116;2312;2428;14389463
2022-02-01;135;2773;2908;14452694
2022-10-07;727;4487;5214;15328069
2023-01-09;126;2798;2924;15599159
2022-08-23;676;2939;3615;15141390
2022-09-23;773;4177;4950;15273260
2022-12-14;227;2706;2933;15552238
2023-01-14;181;1029;1210;15613490
2022-12-27;161;1166;1327;15573458
2023-01-13;322;3329;3651;15612280
2022-09-11;958;2362;3320;15215354
2022-09-14;538;4406;4944;15229677
2022-11-09;257;3921;4178;15447356
2022-09-27;263;3717;3980;15286964
2022-11-23;139;2413;2552;15490565
2022-12-06;185;3203;3388;15530048
2022-08-29;479;3014;3493;15161801
2022-10-09;799;2177;2976;15334367
2022-09-25;734;2007;2741;15279255
2022-09-19;437;4116;4553;15252747
2022-09-13;547;4549;5096;15224733
2022-08-15;867;1317;2184;15118188
2022-11-07;215;3582;3797;15439441
2022-08-12;813;2033;2846;15112044
2022-08-20;958;1998;2956;15132686
2022-12-22;84;1364;1448;15568712
2022-06-01;569;3980;4549;14862017
2022-06-23;489;3756;4245;14947949
2022-07-06;528;3327;3855;14993087
2022-07-25;609;2641;3250;15054216
2022-07-26;854;3151;4005;15058221
2022-07-30;927;1933;2860;15072690
2021-11-20;413;2111;2524;14278812
2021-11-29;132;3019;3151;14304837
2021-12-05;342;1477;1819;14322165
2021-12-14;198;3380;3578;14348557
2021-12-15;170;3090;3260;14351817
2021-12-28;99;1013;1112;14375351
2022-01-09;118;947;1065;14396914
2022-01-10;64;2025;2089;14399003
2022-02-02;179;2797;2976;14455670
2022-02-05;517;1890;2407;14463959
2022-02-15;122;1988;2110;14486326
2022-02-19;470;1695;2165;14495201
2022-02-21;142;2782;2924;14499695
2022-09-04;907;2309;3216;15186025
2022-11-05;442;1947;2389;15433732
2022-12-04;188;1453;1641;15523567
2022-09-07;430;3453;3883;15198720
2022-11-26;378;2184;2562;15500374
2022-11-24;195;3207;3402;15493967
2022-09-12;428;3855;4283;15219637
2023-01-17;117;3001;3118;15620763
2022-12-19;110;1697;1807;15563991
2023-01-08;169;1101;1270;15596235
2022-11-25;298;3547;3845;15497812
2023-01-20;223;2966;3189;15629824
2022-12-01;221;3837;4058;15516290
2022-08-08;856;2044;2900;15099735
2022-10-15;581;2344;2925;15358851
2022-10-01;354;1632;1986;15302703
2023-01-02;169;1775;1944;15581356
2022-05-21;1024;2638;3662;14823277
2022-06-09;456;4439;4895;14891118
2022-06-14;472;4081;4553;14911541
2022-06-20;516;3566;4082;14934021
2022-06-21;647;4298;4945;14938966
2022-07-11;589;2874;3463;15010241
2022-04-27;337;4039;4376;14713813
2022-04-15;811;3406;4217;14671903
2022-04-16;1346;2368;3714;14675617
2022-04-29;478;4255;4733;14723274
2022-03-08;133;2835;2968;14546598
2022-04-17;1700;2154;3854;14679471
2022-03-06;334;1481;1815;14540657
2022-03-23;299;3701;4000;14595112
2022-03-16;188;3002;3190;14570255
2022-03-28;318;3316;3634;14614454
2022-11-02;336;3251;3587;15424930
2022-08-25;650;3038;3688;15148845
2023-01-23;120;2622;2742;15635803
2022-08-03;681;2485;3166;15084777
2022-08-17;542;2068;2610;15123258
2022-09-21;451;4444;4895;15262687
2022-11-10;414;4279;4693;15452049
2022-12-21;104;1524;1628;15567264
2022-09-24;826;2428;3254;15276514
2022-08-10;763;2223;2986;15106076
2022-10-02;467;1741;2208;15304911
2022-09-02;694;3864;4558;15179466
2022-09-03;810;2533;3343;15182809
2022-09-18;914;2531;3445;15248194
2022-09-08;546;4287;4833;15203553
2022-12-05;188;2905;3093;15526660
2022-12-07;149;3171;3320;15533368
2022-10-04;331;4292;4623;15313602
2022-08-28;729;1976;2705;15158308
2023-01-18;147;2894;3041;15623804
2022-10-23;574;1650;2224;15391150
2022-09-28;321;3600;3921;15290885
2022-11-22;211;3451;3662;15488013
2022-09-29;514;4639;5153;15296038
2022-12-30;140;824;964;15577116
2022-05-07;1462;3209;4671;14760859
2022-05-09;400;3882;4282;14768735
2022-05-10;433;4296;4729;14773464
2022-05-16;453;3735;4188;14799802
2022-05-22;752;2119;2871;14826148
2022-05-26;1132;2277;3409;14841001
2022-06-03;615;3798;4413;14871322
2022-06-06;436;1573;2009;14878884
2022-06-27;432;3271;3703;14959643
2022-07-04;447;3181;3628;14985065
2022-07-05;583;3584;4167;14989232
2022-07-10;950;1686;2636;15006778
2022-07-13;630;3102;3732;15017827
2022-07-31;926;1665;2591;15075281
2023-01-19;232;2599;2831;15626635
2022-10-12;481;4374;4855;15348368
2022-12-13;117;2900;3017;15549305
2022-10-22;798;2546;3344;15388926
2022-10-03;275;3793;4068;15308979
2022-10-16;653;2215;2868;15361719
2022-08-07;1078;1352;2430;15096835
2022-08-19;787;2289;3076;15129730
2022-10-19;439;4327;4766;15375532
2022-12-26;86;881;967;15572131
2022-12-02;313;3331;3644;15519934
2022-09-20;432;4613;5045;15257792
2022-12-16;243;3007;3250;15558794
2022-08-18;770;2626;3396;15126654
2022-10-28;647;3626;4273;15411094
2022-08-16;560;1900;2460;15120648
2022-10-17;236;3664;3900;15365619
2022-10-25;330;3611;3941;15398135
2022-11-16;157;2557;2714;15469274
2022-05-05;540;4569;5109;14749243
2022-05-11;514;4041;4555;14778019
2022-05-19;669;4710;5379;14814532
2022-05-30;395;3460;3855;14852912
2022-05-31;490;4066;4556;14857468
2022-06-12;925;2375;3300;14902876
2022-06-16;583;4249;4832;14920928
2022-06-17;595;3601;4196;14925124
2022-06-18;555;1943;2498;14927622
2022-06-22;638;4100;4738;14943704
2022-06-26;654;1701;2355;14955940
2022-06-28;444;3412;3856;14963499
2022-06-29;452;3135;3587;14967086
2022-07-21;585;3466;4051;15041921
2022-07-24;895;1650;2545;15050966
2022-07-27;770;3150;3920;15062141
2022-07-29;730;2964;3694;15069830
2022-08-02;677;2663;3340;15081611
2022-11-03;192;2777;2969;15427899
2022-12-12;118;2537;2655;15546288
2023-01-11;208;3227;3435;15605485
2022-12-28;97;968;1065;15574523
2022-12-17;175;1576;1751;15560545
2022-11-15;192;3122;3314;15466560
2022-11-21;129;2597;2726;15484351
2022-11-18;409;3899;4308;15477029
2022-12-09;254;2872;3126;15539970
2023-01-05;183;3087;3270;15589844
2022-08-13;930;1325;2255;15114299
2022-11-01;608;1823;2431;15421343
2022-09-15;730;4991;5721;15235398
2022-12-20;93;1552;1645;15565636
2022-10-26;495;3709;4204;15402339
2022-10-13;363;3551;3914;15352282
2022-11-12;679;2003;2682;15457742
2022-08-22;646;2495;3141;15137775
2022-10-06;452;4229;4681;15322855
2022-10-31;545;2005;2550;15418912
2022-12-08;228;3248;3476;15536844
2022-08-31;529;3579;4108;15170169
2023-01-07;211;1513;1724;15594965
2022-12-18;253;1386;1639;15562184
2022-05-14;1090;2789;3879;14792412
2022-05-25;541;3911;4452;14837592
2022-06-02;548;4344;4892;14866909
2022-06-04;785;2173;2958;14874280
2022-06-05;889;1706;2595;14876875
2022-06-25;516;1852;2368;14953585
2022-07-01;698;3486;4184;14975535
2022-07-08;754;3175;3929;15001284
2022-07-14;1142;2479;3621;15021448
2022-07-22;611;2905;3516;15045437
2022-07-28;729;3266;3995;15066136
2022-10-21;668;4479;5147;15385582
2022-09-10;953;2589;3542;15212034
2022-09-01;700;4039;4739;15174908
2022-08-06;1099;1649;2748;15094405
2022-10-05;376;4196;4572;15318174
2022-11-17;215;3232;3447;15472721
2022-09-26;257;3472;3729;15282984
2023-01-01;244;736;980;15579412
2022-11-13;513;1823;2336;15460078
2022-11-29;174;3701;3875;15508657
2022-08-30;591;3669;4260;15166061
2023-01-24;118;2982;3100;15638903
2022-10-10;301;3965;4266;15338633
2022-10-18;505;4642;5147;15370766
2023-01-06;270;3127;3397;15593241
2022-12-10;321;1918;2239;15542209
2022-10-30;577;1515;2092;15416362
2022-11-11;752;2259;3011;15455060
2023-01-16;111;2755;2866;15617645
2022-09-09;813;4126;4939;15208492
2023-01-21;205;1671;1876;15631700
2022-11-06;355;1557;1912;15435644
2022-11-08;192;3545;3737;15443178
2022-10-08;808;2514;3322;15331391
2023-01-15;163;1126;1289;15614779
2022-05-12;545;4570;5115;14783134
2022-05-17;491;4173;4664;14804466
2022-05-18;468;4219;4687;14809153
2022-05-24;347;3733;4080;14833140
2022-06-13;458;3654;4112;14906988
2022-06-15;563;3992;4555;14916096
2022-06-19;592;1725;2317;14929939
2022-06-24;483;2785;3268;14951217
2022-07-12;587;3267;3854;15014095
2022-07-15;935;1987;2922;15024370
2022-08-05;972;2412;3384;15091657
2022-09-30;579;4100;4679;15300717
2022-09-16;924;4525;5449;15240847
2022-10-14;485;3159;3644;15355926
2022-09-17;1058;2844;3902;15244749
2022-11-27;227;1211;1438;15501812
2022-11-19;398;2195;2593;15479622
2022-11-20;345;1658;2003;15481625
2022-11-14;170;2998;3168;15463246
2022-08-09;1029;2326;3355;15103090
2022-08-14;757;948;1705;15116004
2022-11-28;123;2847;2970;15504782
2022-08-04;902;2594;3496;15088273
2022-09-22;631;4992;5623;15268310
2022-12-11;143;1281;1424;15543633
2023-01-12;224;2920;3144;15608629
2022-10-24;241;2803;3044;15394194
2022-08-27;874;2171;3045;15155603
2022-09-05;484;3828;4312;15190337
2022-11-30;184;3391;3575;15512232
2022-05-06;1325;5620;6945;14756188
